gene_ID,Name,moduleColor,MM,Mycobrowser Functional Category,GO-SLIM: biological_process,GO-SLIM: molecular_function
gene:Rv0842,Rv0842,greenyellow,0.43338536,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0843,Rv0843,yellow,0.136820566,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process",oxidoreductase activity
gene:Rv0844c,narL,lightcyan,0.610721513,regulatory proteins,"regulation of transcription, DNA-templated, signaling, intracellular",DNA binding
gene:Rv0845,Rv0845,skyblue,0.838334752,regulatory proteins,NA,NA
gene:Rv0846c,Rv0846c,green,0.949576069,intermediary metabolism and respiration,NA,NA
gene:Rv0847,lpqS,green,0.877831723,cell wall and cell processes,NA,NA
gene:Rv0848,cysK2,paleturquoise,0.839581674,intermediary metabolism and respiration,"sulfur compound metabolic process, cellular amino acid metabolic process","sulfur compound metabolic process, cellular amino acid metabolic process, transferase activity, lyase activity"
gene:Rv0849,Rv0849,greenyellow,0.670604088,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0850,Rv0850,greenyellow,0.746730993,insertion seqs and phages,NA,NA
gene:Rv0851c,Rv0851c,salmon,0.190746686,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0852,Rv0852,bisque4,0.452982668,NULL,NA,NA
gene:Rv0853c,pdc,white,0.545792481,intermediary metabolism and respiration,NA,NA
gene:Rv0854,Rv0854,bisque4,0.423287656,conserved hypotheticals,NA,NA
gene:Rv0855,far,bisque4,0.50308324,lipid metabolism,NA,NA
gene:Rv0856,Rv0856,black,0.405930394,conserved hypotheticals,NA,NA
gene:Rv0857,Rv0857,palevioletred3,0.660933877,conserved hypotheticals,NA,NA
gene:Rv0858c,dapC,magenta,0.763676796,intermediary metabolism and respiration,cellular amino acid metabolic process,"cellular amino acid metabolic process, transferase activity"
gene:Rv0859,Rv0859,turquoise,0.464456506,NULL,NA,NA
gene:Rv0860,fadB,turquoise,0.292703253,lipid metabolism,lipid metabolic process,"lyase activity, oxidoreductase activity"
gene:Rv0861c,ercc3,brown,0.704884872,information pathways,NA,"DNA binding, hydrolase activity, catalytic activity, acting on DNA"
gene:Rv0862c,Rv0862c,magenta,0.480224009,conserved hypotheticals,NA,hydrolase activity
gene:Rv0863,Rv0863,darkgrey,0.504376871,conserved hypotheticals,NA,NA
gene:Rv0864,moaC2,mediumpurple3,0.824895643,intermediary metabolism and respiration,NA,lyase activity
gene:Rv0865,mog,darkgrey,0.823134676,intermediary metabolism and respiration,NA,NA
gene:Rv0866,moaE2,darkorange,0.620843247,intermediary metabolism and respiration,protein modification process,transferase activity
gene:Rv0867c,rpfA,brown,0.379237219,cell wall and cell processes,NA,hydrolase activity
gene:Rv0868c,moaD2,plum1,0.801979865,intermediary metabolism and respiration,NA,NA
gene:Rv0869c,moaA2,plum2,0.914639459,intermediary metabolism and respiration,NA,lyase activity
gene:Rv0870c,Rv0870c,plum2,0.802161332,cell wall and cell processes,NA,NA
gene:Rv0871,cspB,plum1,0.948078955,"virulence, detoxification, adaptation","regulation of transcription, DNA-templated","RNA binding, regulation of transcription, DNA-templated"
gene:Rv0872c,PE_PGRS15,violet,0.938586217,PE/PPE,NA,NA
gene:Rv0873,fadE10,darkmagenta,0.622498055,lipid metabolism,NA,oxidoreductase activity
gene:Rv0874c,Rv0874c,white,0.936159501,conserved hypotheticals,NA,NA
gene:Rv0875c,Rv0875c,darkorange,0.415031426,cell wall and cell processes,NA,NA
gene:Rv0876c,Rv0876c,thistle1,0.71399935,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0877,Rv0877,brown4,0.89213121,conserved hypotheticals,NA,NA
gene:Rv0878c,PPE13,blue,0.443133775,PE/PPE,NA,NA
gene:Rv0879c,Rv0879c,magenta,0.722698727,cell wall and cell processes,NA,NA
gene:Rv0880,Rv0880,yellow,-0.190796258,regulatory proteins,"regulation of transcription, DNA-templated","regulation of transcription, DNA-templated, DNA binding"
gene:Rv0881,Rv0881,black,0.53896013,intermediary metabolism and respiration,NA,"RNA binding, catalytic activity, acting on RNA, transferase activity"
gene:Rv0882,Rv0882,black,0.42440562,cell wall and cell processes,NA,NA
gene:Rv0883c,Rv0883c,lightyellow,0.560652741,conserved hypotheticals,NA,NA
gene:Rv0884c,serC,grey60,0.672788389,intermediary metabolism and respiration,"cellular amino acid metabolic process, vitamin metabolic process",transferase activity
gene:Rv0885,Rv0885,violet,0.919842704,conserved hypotheticals,NA,oxidoreductase activity
gene:Rv0886,fprB,violet,0.927872758,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0887c,Rv0887c,yellow,-0.194558989,conserved hypotheticals,NA,NA
gene:Rv0888,Rv0888,orange,0.528721314,cell wall and cell processes,NA,NA
gene:Rv0889c,citA,pink,0.715841576,intermediary metabolism and respiration,"carbohydrate metabolic process, generation of precursor metabolites and energy",transferase activity
gene:Rv0890c,Rv0890c,blue,0.786224304,regulatory proteins,"regulation of transcription, DNA-templated",DNA binding
gene:Rv0891c,Rv0891c,blue,0.615622138,regulatory proteins,"signaling, intracellular, nucleobase-containing small molecule metabolic process","lyase activity, cyclase activity"
gene:Rv0892,Rv0892,blue,0.359465358,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0893c,Rv0893c,sienna3,0.959197328,lipid metabolism,NA,transferase activity
gene:Rv0894,Rv0894,greenyellow,0.404093231,regulatory proteins,NA,NA
gene:Rv0895,Rv0895,lightcyan,0.334536029,lipid metabolism,"lipid metabolic process, carbohydrate metabolic process",transferase activity
gene:Rv0896,gltA2,lightyellow,0.75991858,intermediary metabolism and respiration,generation of precursor metabolites and energy,transferase activity
gene:Rv0897c,Rv0897c,white,0.584721188,intermediary metabolism and respiration,NA,NA
gene:Rv0898c,Rv0898c,darkolivegreen,0.969432669,conserved hypotheticals,NA,NA
gene:Rv0899,arfA,purple,0.42063302,NULL,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0900,arfB,salmon,0.449770616,NULL,NA,NA
gene:Rv0901,arfC,brown,0.32144757,NULL,NA,NA
gene:Rv0902c,prrB,turquoise,0.041765854,regulatory proteins,"protein modification process, signaling, intracellular","catalytic activity, acting on a protein, transferase activity, protein modification process, signaling, small molecule sensor activity"
gene:Rv0903c,prrA,lightgreen,0.686508244,regulatory proteins,"regulation of transcription, DNA-templated, signaling, intracellular","signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated"
gene:Rv0904c,accD3,turquoise,0.122521443,lipid metabolism,"cell wall organization or biogenesis, lipid metabolic process","ligase activity, transferase activity"
gene:Rv0905,echA6,brown,0.669660663,lipid metabolism,lipid metabolic process,lyase activity
gene:Rv0906,Rv0906,brown,0.638144209,conserved hypotheticals,NA,hydrolase activity
gene:Rv0907,Rv0907,magenta,0.778865315,cell wall and cell processes,NA,NA
gene:Rv0908,ctpE,magenta,0.884088572,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity, hydrolase activity"
gene:Rv0909,Rv0909,brown,0.599118857,conserved hypotheticals,NA,NA
gene:Rv0910,Rv0910,midnightblue,0.718614751,conserved hypotheticals,NA,"catalytic activity, acting on RNA, hydrolase activity"
gene:Rv0911,Rv0911,pink,0.723762724,conserved hypotheticals,NA,NA
gene:Rv0912,Rv0912,pink,0.831948369,cell wall and cell processes,NA,NA
gene:Rv0913c,Rv0913c,darkgreen,0.799437403,intermediary metabolism and respiration,lipid metabolic process,oxidoreductase activity
gene:Rv0914c,Rv0914c,darkgreen,0.709771339,lipid metabolism,lipid metabolic process,transferase activity
gene:Rv0915c,PPE14,yellow,0.477476082,PE/PPE,NA,NA
gene:Rv0916c,PE7,ivory,0.700923013,PE/PPE,NA,NA
gene:Rv0917,betP,blue,-0.133084458,cell wall and cell processes,NA,NA
gene:Rv0918,Rv0918,green,0.829949798,conserved hypotheticals,"regulation of transcription, DNA-templated",NA
gene:Rv0919,Rv0919,green,0.844938284,intermediary metabolism and respiration,NA,transferase activity
gene:Rv0920c,Rv0920c,black,0.420678488,insertion seqs and phages,DNA recombination,"catalytic activity, acting on DNA, DNA binding"
gene:Rv0921,Rv0921,royalblue,0.293794438,insertion seqs and phages,DNA recombination,"DNA binding, DNA recombination, catalytic activity, acting on DNA"
gene:Rv0922,Rv0922,turquoise,0.098932004,insertion seqs and phages,NA,NA
gene:Rv0923c,Rv0923c,greenyellow,0.864866437,conserved hypotheticals,NA,lyase activity
gene:Rv0924c,mntH,black,0.363955466,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0925c,Rv0925c,yellowgreen,0.899100547,conserved hypotheticals,NA,oxidoreductase activity
gene:Rv0926c,Rv0926c,salmon,0.601738365,conserved hypotheticals,NA,NA
gene:Rv0927c,Rv0927c,yellow,-0.494035216,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0928,pstS3,skyblue,0.797096034,cell wall and cell processes,transmembrane transport,NA
gene:Rv0929,pstC2,black,0.62578089,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0930,pstA1,black,0.790705499,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0931c,pknD,darkred,0.635084484,regulatory proteins,protein modification process,"catalytic activity, acting on a protein, transferase activity"
gene:Rv0932c,pstS2,brown,0.645627527,cell wall and cell processes,transmembrane transport,NA
gene:Rv0933,pstB,magenta,0.781904261,cell wall and cell processes,NA,NA
gene:Rv0934,pstS1,pink,0.875346293,cell wall and cell processes,"transmembrane transport, cell adhesion",NA
gene:Rv0935,pstC1,pink,0.93141396,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0936,pstA2,pink,0.890001922,cell wall and cell processes,transmembrane transport,"transmembrane transport, transporter activity"
gene:Rv0937c,mku,midnightblue,0.7976726,information pathways,"DNA repair, DNA recombination",DNA binding
gene:Rv0938,ligD,lightsteelblue1,0.766765586,information pathways,"DNA replication, DNA repair, DNA recombination","transferase activity, catalytic activity, acting on DNA, DNA replication, catalytic activity, acting on RNA, ligase activity, hydrolase activity, DNA binding"
gene:Rv0939,Rv0939,plum2,0.8477534,intermediary metabolism and respiration,NA,isomerase activity
gene:Rv0940c,Rv0940c,ivory,0.878168958,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0941c,Rv0941c,darkmagenta,0.84073615,conserved hypotheticals,NA,NA
gene:Rv0942,Rv0942,skyblue3,0.722960834,conserved hypotheticals,NA,NA
gene:Rv0943c,Rv0943c,yellow,0.550208406,intermediary metabolism and respiration,NA,NA
gene:Rv0944,Rv0944,brown,0.449037412,information pathways,NA,NA
gene:Rv0945,Rv0945,pink,0.687849001,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0946c,pgi,pink,0.635566282,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, generation of precursor metabolites and energy, carbohydrate metabolic process",isomerase activity
gene:Rv0948c,Rv0948c,magenta,0.353277669,intermediary metabolism and respiration,cellular amino acid metabolic process,isomerase activity
gene:Rv0949,uvrD1,darkorange,0.809613178,information pathways,"DNA repair, DNA recombination, DNA replication","catalytic activity, acting on DNA, hydrolase activity, DNA binding"
gene:Rv0950c,Rv0950c,tan,0.570669506,conserved hypotheticals,NA,"catalytic activity, acting on a protein, hydrolase activity"
gene:Rv0951,sucC,magenta,0.809969316,intermediary metabolism and respiration,"generation of precursor metabolites and energy, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process",ligase activity
gene:Rv0952,sucD,brown,0.754502207,intermediary metabolism and respiration,generation of precursor metabolites and energy,ligase activity
gene:Rv0953c,Rv0953c,lightcyan,0.141808867,intermediary metabolism and respiration,NA,oxidoreductase activity
gene:Rv0954,Rv0954,magenta,0.878941257,cell wall and cell processes,NA,NA
gene:Rv0955,Rv0955,magenta,0.905823494,cell wall and cell processes,NA,NA
gene:Rv0956,purN,sienna3,0.512547002,intermediary metabolism and respiration,"cellular modified amino acid metabolic process, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process",transferase activity
gene:Rv0957,purH,tan,0.780790771,intermediary metabolism and respiration,"carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process","transferase activity, hydrolase activity"
gene:Rv0958,Rv0958,turquoise,0.459068537,intermediary metabolism and respiration,"regulation of transcription, DNA-templated","catalytic activity, acting on a protein, transferase activity"
gene:Rv0959,Rv0959,turquoise,0.322643826,conserved hypotheticals,NA,NA
gene:Rv0959A,vapB9,purple,0.381046633,"virulence, detoxification, adaptation","regulation of transcription, DNA-templated",NA
gene:Rv0960,vapC9,greenyellow,0.461810945,"virulence, detoxification, adaptation",NA,"catalytic activity, acting on RNA, hydrolase activity"
gene:Rv0961,Rv0961,salmon,0.527150583,cell wall and cell processes,NA,NA
gene:Rv0962c,lprP,yellow,0.471171226,cell wall and cell processes,NA,NA
gene:Rv0963c,Rv0963c,greenyellow,0.576374567,conserved hypotheticals,NA,NA
gene:Rv0964c,Rv0964c,red,0.363641898,conserved hypotheticals,NA,NA
gene:Rv0965c,Rv0965c,blue,0.196210528,conserved hypotheticals,NA,NA
gene:Rv0966c,Rv0966c,darkorange,0.686787795,conserved hypotheticals,NA,NA
gene:Rv0967,csoR,green,0.870300664,regulatory proteins,"regulation of transcription, DNA-templated","DNA binding, regulation of transcription, DNA-templated, small molecule sensor activity"
gene:Rv0968,Rv0968,green,0.905203071,conserved hypotheticals,NA,NA
gene:Rv0969,ctpV,green,0.857545138,cell wall and cell processes,"detoxification, metal ion homeostasis, transmembrane transport","transmembrane transport, transporter activity, hydrolase activity"
gene:Rv0970,Rv0970,red,0.88505541,cell wall and cell processes,NA,NA
gene:Rv0971c,echA7,saddlebrown,0.884279567,lipid metabolism,NA,NA
gene:Rv0972c,fadE12,saddlebrown,0.848655992,lipid metabolism,NA,oxidoreductase activity
gene:Rv0973c,accA2,saddlebrown,0.883691175,lipid metabolism,NA,ligase activity
gene:Rv0974c,accD2,saddlebrown,0.860333845,lipid metabolism,"cell wall organization or biogenesis, lipid metabolic process, cellular amino acid metabolic process","ligase activity, transferase activity"
gene:Rv0975c,fadE13,saddlebrown,0.825618539,lipid metabolism,NA,oxidoreductase activity
gene:Rv0976c,Rv0976c,turquoise,0.445192201,conserved hypotheticals,NA,NA
gene:Rv0977,PE_PGRS16,darkslateblue,0.751445135,PE/PPE,NA,NA
gene:Rv0978c,PE_PGRS17,yellow,0.765403093,PE/PPE,NA,NA
gene:Rv0979c,Rv0979c,palevioletred3,0.807550316,conserved hypotheticals,NA,NA
gene:Rv0979A,rpmF,lightsteelblue1,0.682235772,information pathways,NA,"ribosome, structural molecule activity"
gene:Rv0980c,PE_PGRS18,yellow,0.754011666,PE/PPE,NA,NA
gene:Rv0981,mprA,turquoise,0.433124003,regulatory proteins,"regulation of transcription, DNA-templated, signaling, intracellular","DNA binding, signaling, molecular transducer activity, regulation of transcription, DNA-templated"
